shipment_id,goods_shipped,hs_code_6_digit,predicted_hs_code,rerank_score,distance,match_rank,top_hs_codes,expected_in_index,is_semantic_outlier,semantic_outlier_reason
8ad7ca746372145f4bde3835c7d0c967720947091909ddf7f2d6aff403b72362,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
5537f12a3ef3023c293ae138b5e6c16d3f9650204c255172336d795959cc726c,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
fb10939fa2f9b18ddadbb009cf4ffa09a21583aaa8e02841f28680623ee4d5c1,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
c99ebd8d74ecc5bcec5fe8368e59ccf36d52fba0723f28f7cce76ddfc8fc4e55,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
5a386464dc3d6d6bb6c9aec422518306fba0d39d332f6f0ec0f2570b8659b06e,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
4a443c20a7ab1fb62805ffbffb53e471bafd75ccf367ff7e26dfb05048c5a299,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
f9abed49649ab4a73432569ebfec52846552394c698bf0455388955e576ac7d8,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
19a3659716c9502ebde705a902b9daeb56825049d781960cebe8aef4e1b97442,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
eec995b004879e727df6b95ea97cc2775bbb9f5febac0351e9e3cca86a89012a,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
a887566c40fff5820f0d2d0c71d763c96c86628c55f0e2fe0e472a84e318f0b2,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
63dc359531ce5d08253a9ef751dccfec3d1d709646f072ccfb13bb42fa28cc3b,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
0e62e1d2d5536f7720aacccb1bbd17d1f93004cb4a4620b5f7f01735d7b178c6,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
6e3c3155251033b3881b154c907dc331ecc928b429dcd9cc66ec370f82ff7cfb,"Leguminous vegetables, dried, in shells, whether or not skinned or broken - Lentils",713400,071340,,0.27429044,,"[""071340"", ""071390"", ""070890"", ""071029"", ""071339""]",False,True,expected_not_in_index
be99ef2f30246dd0e342b8d98fd621d49a746394a549fcd2a83d4e20ed208096,,071320,,,,,[],True,True,missing_goods_shipped
fe1805ceb3d3ddce5a5c6d510d1a8a27d4182ccc29fdf0d1dc954c6cd0dfdc59,,071320,,,,,[],True,True,missing_goods_shipped
2c524493197ca9d95ee23f612a95927ddf98afeec63cc0390561e4f0a95ca1c7,,071320,,,,,[],True,True,missing_goods_shipped
234e5cab5bd018b5ce59437b9df177623d333b003d5e35c561d3691e8a020e6e,,071320,,,,,[],True,True,missing_goods_shipped
d9190f443a037296bb4044294944dba672796ccce40f5dbc37757afdb2c64353,,071320,,,,,[],True,True,missing_goods_shipped
0265fdd746a083c07bd29b49479aac8b9b7b2da58e3cc09274fe8c73bef68176,,071320,,,,,[],True,True,missing_goods_shipped
94b244b7005ec2b7c6c9f36e26ed6d933be88b6f5c96cd6c35174d399e422d2b,,071320,,,,,[],True,True,missing_goods_shipped
019d35cee366b988f557e720595be28e7bdf84044a89bda2ff6752377081e4ae,,071320,,,,,[],True,True,missing_goods_shipped
53aa51371b8f8377b867ecd0741bb4c2dc6305bbf839e17220ce4c1d787deab4,,071320,,,,,[],True,True,missing_goods_shipped
985ab5eaac3780eab27a36009610a213711828305d4285e1cefb6239c1d9adaa,,071320,,,,,[],True,True,missing_goods_shipped
ede63fab87e94b04ebcdde036ac84d920e7c1404541d4387483d5820f196943f,,071320,,,,,[],True,True,missing_goods_shipped
80db801446ed0d1fcf08757c50271a75d69bfacf563dbe532cbb17e91b194579,,071320,,,,,[],True,True,missing_goods_shipped
fb745c47b622b1ff1b75679d279881cc645777ffc92165f003bf78a3c62a31f6,,071320,,,,,[],True,True,missing_goods_shipped
2a602d10b9a21f4d64f1a6db5e0db011436ae9b1132c780f02d8abacc7fc9682,,071320,,,,,[],True,True,missing_goods_shipped
5f35e10afa0252447959780edf03c649714f2043d21493af87216832133b06c9,,071320,,,,,[],True,True,missing_goods_shipped
5aa47591efa7897460fa00ea6fc6f7af34182637aefac9fdf998fbf6def35327,,071320,,,,,[],True,True,missing_goods_shipped
2f06316d58f4f4174a44eca7fc31689adb28b3e9b412f864ba143f32685f42f7,,071320,,,,,[],True,True,missing_goods_shipped
8557cdd50f26a091929dc85f416d1723906313633c7f8e3b7789cb9e87a891c7,,071320,,,,,[],True,True,missing_goods_shipped
cdf9d864dc5d23d851f23a89b043e6686f12edca11371f3084a413bf73685e11,,071320,,,,,[],True,True,missing_goods_shipped
edf63385a3973585c2163c6e16fcf9e9227581086cfc83184fb7e46561636715,,071320,,,,,[],True,True,missing_goods_shipped
5b7ccacd818e8d4b01a1406f224d6ecde6d38cef298eb1031ee6660f562a0ebc,,071320,,,,,[],True,True,missing_goods_shipped
9e50b1e27a81e50f233732928be60a153d3db254ecf4445f554f1b18034e4bcd,,071320,,,,,[],True,True,missing_goods_shipped
cd5844b640d7d04b9c878a155104d91c87d54ae651e67e66621e49481367b56d,,071320,,,,,[],True,True,missing_goods_shipped
0229a44a804efeedd0ed009eedff3456325705871fe8e2688b436c124c8f171b,,071320,,,,,[],True,True,missing_goods_shipped
db38cb06536bb57cf5a823f3e64e13a035e888526782d85a69669003a25165cc,,071320,,,,,[],True,True,missing_goods_shipped
bf73efe8abae997a7d56cc96c5e84caa2a62e20320b2ace58cd6b45a79d31f4d,,071320,,,,,[],True,True,missing_goods_shipped
7ba73c411abd2a4c7cfa20adbb0af49fccba9d4da5b5d7f88990e5dd73ef984a,,071320,,,,,[],True,True,missing_goods_shipped
25058d1d3bedd959ccd0f10ce93582ce0f5e3044db136c234b761f916a58b4f5,,071320,,,,,[],True,True,missing_goods_shipped
d8a857278724cad587ade6b23eece7b2069ce6e332c431c0df704debcdfa6860,,071320,,,,,[],True,True,missing_goods_shipped
f13a30fac87dc7f279cc3471d6b1dc38cf804cb19466b160f32efe2f7675c7f5,,071320,,,,,[],True,True,missing_goods_shipped
3673ef80f6307625897e41a24e3bdd3264841a4694c735d75468a3818bd58570,,071320,,,,,[],True,True,missing_goods_shipped
42bf7d140a0bdf30161326c882dad72648756b2fbbe22c691e5c7fdadbc370a1,,071320,,,,,[],True,True,missing_goods_shipped
829f57c33eb9ebec1ca5817289e9a57df9f739de9a883b839ca7067e3883bce0,,071320,,,,,[],True,True,missing_goods_shipped
1e8792a0712df43ac42034d6fee83cd1605c13849bd2964b044b0f36a53ae34c,,071320,,,,,[],True,True,missing_goods_shipped
2970ec7fbd5464941af7df46c66360ea9f0067e52121e9dccc253c062d84215e,,071320,,,,,[],True,True,missing_goods_shipped
67a37ab32ba485ae2270948decdbe32278485f6297d7c9c7bd175ba92d7b0859,,071320,,,,,[],True,True,missing_goods_shipped
5dac698db64f0ec30cdc394e97b99634c115b5dff639c22fd1ba6f27cf03f4d4,,071320,,,,,[],True,True,missing_goods_shipped
14c38cbb1d01f7fdf0f09f84d4e909a5817574480fa6799222aa86af88ec2201,,071320,,,,,[],True,True,missing_goods_shipped
a3a288e30825d8e7a9481a4ca501a19f4ff3c66e667e30777b27df4dd907249b,,071320,,,,,[],True,True,missing_goods_shipped
360bb0df67e6b08424bacf5720ec4b1113a746324380e5b88e3789dcd692e5ef,,071320,,,,,[],True,True,missing_goods_shipped
5bae34b6188cef660030708a107cf3f684c377b33573029debfd9412bfefb306,,071320,,,,,[],True,True,missing_goods_shipped
a7d801772cd4be70fc88390e94c3ebff2ff9dd199a8a0eb0ac0087c82a425180,,071320,,,,,[],True,True,missing_goods_shipped
ff3712abb0866f07bea91fdc3d3cd8a58bc6893e3fa60b383879c35d97fec8ee,,071320,,,,,[],True,True,missing_goods_shipped
8767dffc5aa4a266b0db73df1a51d29c1f56113ade817e32fda702a2120a07ce,,071320,,,,,[],True,True,missing_goods_shipped
c2845eeda695cb95a023924692c659e9600af1706fcd2757857a0c066ff2e79f,,071320,,,,,[],True,True,missing_goods_shipped
cf6a1e61b76c4583be51a5d4029aba53575dd106665cfa9c940af95dc6be1cc8,,071320,,,,,[],True,True,missing_goods_shipped
ae1e38db525dead416c9dd52aeabf0286ddcdbf82b0d9d46b47e6101f6ee71a3,,071320,,,,,[],True,True,missing_goods_shipped
90d05e1e8dc9f56f6fc8d8ca1843c75a0b0000979110b904330834b85d8a32e1,,071320,,,,,[],True,True,missing_goods_shipped
4e5fef02a1f593436aff8d7021f7aa442a54338e5b1f82de7e2b9d20212e77f4,,071320,,,,,[],True,True,missing_goods_shipped
1dda0c42dccfbfe85714a2a5dda6c934d92dd4f3b79721b8538cd01a87b02c45,,071320,,,,,[],True,True,missing_goods_shipped
a62e53264cd3e23a42a67a7cbfc39e4a07cdafcb5b596b2cd7b77edc86c4c5f1,,071320,,,,,[],True,True,missing_goods_shipped
373afd404ceae979d45ab8e6b0e581e165f692134e90d7e499b0537c29cfa980,,071320,,,,,[],True,True,missing_goods_shipped
5cb8feb1c84ff98e68369a953f3f6753b67a179ec408684df06c1f89eeedbe3b,,071320,,,,,[],True,True,missing_goods_shipped
14e7aa2fd3fe20dc6e71e81f8d98e965b44ca6001ac2571b76d2e6fc1c6fab69,,071320,,,,,[],True,True,missing_goods_shipped
1b14325a47b8d0e17d0b75b4a5c9da3ecda3cd1d6f28ea92b4ffae9e97093183,,071320,,,,,[],True,True,missing_goods_shipped
121798864223a6a2cf4d01409d817cd33bfd6325f647b559137f86fb316e3232,,071320,,,,,[],True,True,missing_goods_shipped
a36ceecd9dda76deb00cd00d3ecebb8147201268896e3a5e1586db20f2c3b2fb,,071320,,,,,[],True,True,missing_goods_shipped
91428a16bc27ebf99f43fd8a50883a16a384cc27a20b3491551ca2a0752944d8,,071320,,,,,[],True,True,missing_goods_shipped
0bc65f8525186806a9454ee7717af522d8cad7d23e5deaae87c38e01aa6ac23e,,071320,,,,,[],True,True,missing_goods_shipped
5fa87c31431b16cf8c491db30775765308bdd6db41cbbb60487b0d3d083e31a6,,071320,,,,,[],True,True,missing_goods_shipped
fc41bb747bb5a66fdfb47eb260c8b84d090a77ec398aba3898e6df888318ac51,,071320,,,,,[],True,True,missing_goods_shipped
e3ecf4d70e70b799f3ec1a975559b7d27d85e51c7f7603226bd6f7b4f22fbaae,,071320,,,,,[],True,True,missing_goods_shipped
c90876e8b156028ed127022840d35fbafab07b17d638fe633105c4ef1af71395,,071320,,,,,[],True,True,missing_goods_shipped
880a373a0957aa84a854427aac8fed52ed74c3c8c3beb573ded44a334869f1da,,071320,,,,,[],True,True,missing_goods_shipped
bb3a0a6017ed3f7a06bcafa20540c1297c0e56eb97be477f9bf2fe5f3572653b,,071320,,,,,[],True,True,missing_goods_shipped
3a93f4217719826ac1ae462d471a8323281a5bb91927d7d4025c1994c4a54fe7,,071320,,,,,[],True,True,missing_goods_shipped
054c8fd885e6b7a90698efa9e08dc91626d6be3ce78a2c555d9c8c15f27f608d,,071320,,,,,[],True,True,missing_goods_shipped
ac63a6a2c725ab6681ddf825703a9541f95d79c5b3a88f62950afcb19fecb494,,071320,,,,,[],True,True,missing_goods_shipped
0bb60da5e5665645eafe508556d878c5a9e4001cbfcf954dce69dcd76b0dab7f,,071320,,,,,[],True,True,missing_goods_shipped
51a8ef416c3751222f92f4c7bc2a102dc5afdc46518a6037ec57c9f933bbf0e9,,071320,,,,,[],True,True,missing_goods_shipped
f0db731869abe620046afde3859dc57fd475cbd85f58298c1c14564f8a6f9997,,071320,,,,,[],True,True,missing_goods_shipped
919060351ab38b417ce7b1a12be9ef07f616e600b9d4de31e12dfdeb2d3b9cb2,,071320,,,,,[],True,True,missing_goods_shipped
a964e756f7c65315bc5d9d4de6512194629d417e88afd0380e521aa967623cca,,071320,,,,,[],True,True,missing_goods_shipped
654d0f868f8be85b0892b3667d1d56fdaa4d55411e435e090740113b5f4c30f5,,071320,,,,,[],True,True,missing_goods_shipped
8361384b04d0d706b4537f616185413dea716d2f0777ec309c3ebb5828c5040c,,071320,,,,,[],True,True,missing_goods_shipped
8e473f56859215ce0bbb3b8de939b2de4cb7e92786b1bc51931f4b8690aa0748,,071320,,,,,[],True,True,missing_goods_shipped
6a53e56e9ae3b1f9104731efb0626f4c9dd9876fcc144bd09f6b480548754f78,,071320,,,,,[],True,True,missing_goods_shipped
dc4bcdeaa10594d075c2f7673445de51410582053d4502bc521087006528458e,,071320,,,,,[],True,True,missing_goods_shipped
602672b378604e534ba3a53a327526faab6e21258827267db4f205a0a20b40fb,,071320,,,,,[],True,True,missing_goods_shipped
4b247b98bed13460d0836c180e93a4fe2d5ae624181380b863c6143cae683623,,071320,,,,,[],True,True,missing_goods_shipped
5f00d9b3f7385ae99d3e79f3eb76b49481851c4b03cacf8419991543c13a2d25,,071320,,,,,[],True,True,missing_goods_shipped
cf849b83fc5af1400cbc2a804c2e844197868d0513d10308c7433edaf162f87d,,071320,,,,,[],True,True,missing_goods_shipped
40e19d281b93dd93c4124e0c608f415d88b4850500e838cf9cd86b3a7c8ffe51,,071320,,,,,[],True,True,missing_goods_shipped
16141a76683408ab25c42056736e241fcb81c030ba71db26a669057798aa3e34,,071320,,,,,[],True,True,missing_goods_shipped
c18fcb0f7d9cbb04f159884c3012a654eb2ebe49ffeff906680746beca4aaf2c,,071320,,,,,[],True,True,missing_goods_shipped
7a11f89b12ef7c298a08f3a513a58b8ce87369abb5e3c92942ddc58d5097b0f4,,071320,,,,,[],True,True,missing_goods_shipped
990aea9bc3a072bf7b274765880ccd13c077b75969184ea23fbb23036c40cc8b,,071320,,,,,[],True,True,missing_goods_shipped
4238e2c9e31ec79f23b7489504fa3b67a40d01545da7abc7ba60cd81e23b2c76,,071320,,,,,[],True,True,missing_goods_shipped
0d8aa740e58c6d638871b6bc9618a582680987ab7b15647c92c5d9a3626a96bc,,071320,,,,,[],True,True,missing_goods_shipped
55242145053b13d88230214bdc79643f0bae04149090b4a6e0c7529d79083725,,071320,,,,,[],True,True,missing_goods_shipped
7d5df860b8897fe8cbe6e8774e0389433ad78506a73673e7ab48ef9f81c16114,,071320,,,,,[],True,True,missing_goods_shipped
91a8847039114aff145922b8febbf231eea0607d5dbe545f2970ea7a97e50de7,,071320,,,,,[],True,True,missing_goods_shipped
08bcaf494b66af164b0262cca3b2f3a81977b3d69f97b86c6ad45b7c02e0e46b,,071320,,,,,[],True,True,missing_goods_shipped
e3cad36b2b5a876e3430c197ba946fc4d7c4c05953b6738a1f85b921771eb29c,,071320,,,,,[],True,True,missing_goods_shipped
d7f36a6acf0449da8f43b984dfc848eea1807b6d6f2a1f8566e5515c56bb51a8,,071320,,,,,[],True,True,missing_goods_shipped
bf2910e1e32a6a574eae2f63be50e22609bc0d2457df71333fbcd164f52cc228,,071320,,,,,[],True,True,missing_goods_shipped
e6c895b4ff436fde90c5e0c0873e727aa09141965bccfaa453a6b1c5998d7ac1,,071320,,,,,[],True,True,missing_goods_shipped
8cebf1f0ad805efe48898a11d2756d8626242ff50f342f7258e94de2dbb9c0fd,,071320,,,,,[],True,True,missing_goods_shipped
30e516bcb74a23d17b14e6db0e905fd565693f604009f9e7118581bac5657daa,,071320,,,,,[],True,True,missing_goods_shipped
ea7a016c5dc8d8cb21cee34b88dc8ea84740863d819a0d34e5d25c221c39f18c,,071320,,,,,[],True,True,missing_goods_shipped
1542345b8c67bf3172ca335176ba695a6abceea76d7399eda9aa50065ab1f3fd,,071320,,,,,[],True,True,missing_goods_shipped
c0251905a96c0a34641c2d6a380a2fb8893bf41191e2a8b856fe54cee2245119,,071320,,,,,[],True,True,missing_goods_shipped
51abc6cb0ea9bff1d82914860f474e228058fc18f92d521ddfadbe7d39fa5807,,071320,,,,,[],True,True,missing_goods_shipped
cff9ab134d7f2c2cc3b4f370e1a1065651da8b48bf16cdbc7d58ae0738db4879,,071320,,,,,[],True,True,missing_goods_shipped
04456ed1ee1c4b5c9670e38ff2c64a59d053c155f90fecf12a99e09c8f6d29fb,,071320,,,,,[],True,True,missing_goods_shipped
36795776acf3b646e4f1e6d19d79050a3cae2d59a2422d3bfb892318e21a25a3,,071320,,,,,[],True,True,missing_goods_shipped
7f3e5f4b83b403950e5b215d2aa20cbe96b49d6c6bec726cf2a9033a8a1426ec,,071320,,,,,[],True,True,missing_goods_shipped
ea7c641b0b5231a585e2d8706dcb32a629b6c72a10e7d1744ff2c371b0720185,,071320,,,,,[],True,True,missing_goods_shipped
6d0a5ec9e88fcf1b97ca331d43beb5c0903652626cbbc2ebee6ef3798b07d150,,071320,,,,,[],True,True,missing_goods_shipped
4a24d3d6ff2443c4858eaae6450869e95a992c2ff7a0ce4965191709484c69dd,,071320,,,,,[],True,True,missing_goods_shipped
c5c946e5fd5678edc6ad404fd8d5f086926806091a2eab56e8cd21c24219c659,,071320,,,,,[],True,True,missing_goods_shipped
bd47df19d420195b0c00477907d71d285f0b4f971a62c9f2d73eee358890efcc,,071320,,,,,[],True,True,missing_goods_shipped
d2745801097fc18ab1d1f5e5e5b79f31eaddc553368a88fdc46760d3454229a4,,071320,,,,,[],True,True,missing_goods_shipped
8ed0fc1647844b35302367ab7c92b058f4df5cee09f7f6513af5144aaa83c369,,071320,,,,,[],True,True,missing_goods_shipped
93ead35d8f1493b39e2d3b642723b792d07f56f982c3d00b2bf91d9e3c44234c,,071320,,,,,[],True,True,missing_goods_shipped
497d77c4bd6de6379307056a97f8546b47af3793511bf79295e9b541d2499b28,,071320,,,,,[],True,True,missing_goods_shipped
0520c67e6ac82b529528824912c347a1f0c27ec396cb017492afff78256de0dd,,071320,,,,,[],True,True,missing_goods_shipped
ae11f6c3f9119c308fb114f2d36e44ed107f1eb6f5c2b9114e15cccc3d2a1007,,071320,,,,,[],True,True,missing_goods_shipped
0a406e826cac05dcc798c178acf58beb28c9dd2264dbb0b090a8bb8ba201f16d,,071320,,,,,[],True,True,missing_goods_shipped
3d6b009aa18f24f9db47e71801b04f33a903e3fce58db7769f60dfca0bef0eb2,,071320,,,,,[],True,True,missing_goods_shipped
1ea23419e01d0af4c5bdd4f9ef43b4c6fb8dcb8e9228fb73436896151bd9393f,,071320,,,,,[],True,True,missing_goods_shipped
85c45da1746484664a511efdb4f636f48aa19d7bc3ce8964b28c27243d494c5e,,071320,,,,,[],True,True,missing_goods_shipped
a616aedccef84af93eb12e5873cadd2738ae63acebe47b4c538bf9d0cfbddc81,,071320,,,,,[],True,True,missing_goods_shipped
67d6a3eac3de81992283a855604e0fa89e8d6cbd7d3273164ad8a5ff6c2c65ea,,071320,,,,,[],True,True,missing_goods_shipped
6d961ea8caca8fa92f566d5b2c9f9bc684ece5f29c83100d102dfef747170edc,,071320,,,,,[],True,True,missing_goods_shipped
e6e8c1216cff0e47d7f0fd48056a767f0c6d23e20976a1379f15abe98f048d8a,,071320,,,,,[],True,True,missing_goods_shipped
58a3af6dab614e10c5aee1a1b9bac3258a49d138d8ddfc7e8597ff10f256ea2d,,071320,,,,,[],True,True,missing_goods_shipped
511f5194b9f895470af9f2b99e3fb0c4f8ee042d36fff030b1fe13da6e68ad1b,,071320,,,,,[],True,True,missing_goods_shipped
